1272.599976,793.799988
1272.599976,812.699951
1253.699951,831.599976
1247.399902,831.599976
1228.500000,850.500000
1222.199951,850.500000
1215.899902,856.799988
1203.299927,856.799988
1190.699951,869.399963
1184.399902,869.399963
1178.099976,875.699951
1171.799927,875.699951
1165.500000,882.000000
1159.199951,882.000000
1146.599976,894.599976
1140.299927,894.599976
1134.000000,900.899963
1127.699951,900.899963
1115.099976,913.499939
1108.799927,913.499939
1096.199951,926.099976
1089.899902,926.099976
1077.299927,938.699951
1071.000000,938.699951
1058.400024,951.299988
1052.099976,951.299988
1039.500000,963.899963
1033.199951,963.899963
1020.599976,976.499939
1014.299988,976.499939
995.399963,995.399963
989.099976,995.399963
963.899963,1020.599976
957.599976,1020.599976
913.499939,1064.699951
907.199951,1064.699951
869.399963,1102.500000
863.099976,1102.500000
806.399963,1159.199951
800.099976,1159.199951
774.899963,1184.399902
774.899963,1190.699951
730.799988,1234.799927
730.799988,1241.099976
674.099976,1297.799927
674.099976,1304.099976
642.599976,1335.599976
642.599976,1341.899902
630.000000,1354.500000
630.000000,1360.799927
604.799988,1386.000000
604.799988,1392.299927
567.000000,1430.099976
567.000000,1436.399902
529.200012,1474.199951
522.899963,1474.199951
522.899963,1480.500000
503.999969,1499.399902
503.999969,1505.699951
491.399994,1518.299927
491.399994,1524.599976
485.099976,1530.899902
485.099976,1537.199951
478.799988,1543.500000
478.799988,1549.799927
466.199982,1562.399902
466.199982,1568.699951
453.599976,1581.299927
453.599976,1587.599976
441.000000,1600.199951
441.000000,1606.500000
434.699982,1612.799927
434.699982,1619.099976
422.099976,1631.699951
422.099976,1638.000000
409.500000,1650.599976
409.500000,1656.899902
396.899994,1669.500000
396.899994,1675.799927
384.299988,1688.399902
384.299988,1694.699951
378.000000,1701.000000
378.000000,1713.599976
371.699982,1719.899902
371.699982,1726.199951
365.399994,1732.500000
365.399994,1738.799927
346.500000,1757.699951
346.500000,1764.000000
333.899994,1776.599976
333.899994,1782.899902
327.599976,1789.199951
327.599976,1795.499878
315.000000,1808.099976
315.000000,1814.399902
296.099976,1833.299927
296.099976,1839.599976
289.799988,1845.899902
289.799988,1852.199951
283.500000,1858.499878
283.500000,1864.799927
277.199982,1871.099976
277.199982,1877.399902
270.899994,1883.699951
270.899994,1889.999878
264.600006,1896.299927
264.600006,1902.599976
258.299988,1908.899902
258.299988,1915.199951
251.999985,1921.499878
251.999985,1927.799927
245.699997,1934.099976
245.699997,1946.699951
239.399994,1952.999878
239.399994,1959.299927
233.099991,1965.599976
233.099991,1971.899902
220.500000,1984.499878
220.500000,1990.799927
214.199997,1997.099976
214.199997,2003.399902
207.899994,2009.699951
207.899994,2015.999878
201.599991,2022.299927
201.599991,2028.599976
195.299988,2034.899902
195.299988,2041.199951
182.699997,2053.800049
182.699997,2060.099854
176.399994,2066.399902
176.399994,2072.699951
170.099991,2079.000000
170.099991,2085.300049
157.500000,2097.899902
157.500000,2104.199951
151.199997,2110.500000
151.199997,2116.800049
138.599991,2129.399902
138.599991,2135.699951
132.300003,2142.000000
132.300003,2148.299805
125.999992,2154.599854
125.999992,2167.199951
119.699997,2173.500000
119.699997,2179.799805
113.399994,2186.099854
113.399994,2192.399902
107.099998,2198.699951
107.099998,2205.000000
94.500000,2217.599854
94.500000,2223.899902
81.899994,2236.500000
81.899994,2242.799805
75.599998,2249.099854
75.599998,2255.399902
69.299995,2261.699951
69.299995,2268.000000
62.999996,2274.299805
62.999996,2280.599854
50.399998,2293.199951
50.399998,2299.500000
44.099998,2305.799805
44.099998,2318.399902
25.199999,2337.299805
25.199999,2343.599854
18.900000,2349.899902
18.900000,2356.199951
6.300000,2368.799805
0.000000,2368.799805
0.000000,3017.699951
4025.699951,3017.699951
4025.699951,1795.499878
4013.099854,1795.499878
4006.799805,1789.199951
3981.599854,1789.199951
3975.299805,1782.899902
3962.699951,1782.899902
3956.399902,1776.599976
3950.099854,1776.599976
3943.799805,1770.299927
3937.499756,1770.299927
